Label,Damage Descriptions
1,"Buildings corresponding to the Yujing Junior High School, middle school located in the affected area. At first sight there is not big structural damage, mostly seen just in the first building (the one in green and white tiles). Supporting elementes (columns) are the more affected elements, specially in the base. Cracking and even crushing of the concrete can be easily noticed. A further evaluation of the damage should be done on those elements, where maybe a retrofitting can solve some of the problems."
1,"Buildings corresponding to the Yujing Junior High School, middle school located in the affected area. At first sight there is not big structural damage, mostly seen just in the first building (the one in green and white tiles). Supporting elementes (columns) are the more affected elements, specially in the base. Cracking and even crushing of the concrete can be easily noticed. A further evaluation of the damage should be done on those elements, where maybe a retrofitting can solve some of the problems."
1,"Buildings corresponding to the Yujing Junior High School, middle school located in the affected area. At first sight there is not big structural damage, mostly seen just in the first building (the one in green and white tiles). Supporting elementes (columns) are the more affected elements, specially in the base. Cracking and even crushing of the concrete can be easily noticed. A further evaluation of the damage should be done on those elements, where maybe a retrofitting can solve some of the problems."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
2,"Light to moderate daage of different rsidential buildings in the neighborhood. The damaged elements of the building are mostly shear walls and base columns. Also, some interior walls have been damaged, sometimes maybe due to the lack of quality in the construction. Further studies for a real assesment should be made."
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Weikuan Jinlong Complex
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Kings Town Bank
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Dachih Market
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Public Market_Shanshang District
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Xinfu Building
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Yujing Junior High
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Shanshang District Office; structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
3,Juojhen District Office; Structural failure of columns
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
1,"Deguang Catholic Senior High School; five 5-story concrete buildings, including San-Sing (retrofitted with steel columns and shear wall), Si-San, Si-Sheng, Si-Tian, and Jin-Syue buildings"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
2,"Guiren Junior High School; 3 floors; Structural failure of column, beam"
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
3,Liquefaction to building (settlement)
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
2,damage in connection between buildings
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
3,NCKU #19 Wang Lin Hotel
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
2,Private Hospital Chi_Mei
1,University Hospital
1,University Hospital
1,University Hospital
1,University Hospital
1,University Hospital
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Total collapse of Weikuan Jinlong Complex, Yongkang District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of King's Town Bank , Sinhua District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapse of Dachih Market Place , East District, Tainan City"
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Pubic Market of Shanshang District, Tainan City."
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
3,"Collapsed Building On Xinyi N. Rd. & Daren St., Gueiren District, Tainan City"
